date,Sore,Efek Rumah Kaca,Rumahsakit,Stars and Rabbit,Dialog Dini Hari,Adhitia Sofyan,The SIGIT,Endah N Rhesa,Goodnight Electric,Monkey to Millionaire,White Shoes & The Couples Company,The Upstairs,The Adams,Barasuara,Seringai,Angsa & Serigala,Frau,Sajama Cut,Mocca,Float,Naif,Morfem,Bin Idris,Monita Tahalea,Polka Wars,Silampukau,Kelompok Penerbang Roket,Fstvlst,Mondo Gascaro,Elephant Kind,The Trees and The Wild,Reality Club,Heidi (The Girl with the Hair),Vira Talisa,Oscar Lolang,Navicula,Banda Neira,Teenage Death Star,Sisir Tanah,Indische Party,Pandai Besi,Figura Renata,Pijar,Sisitipsi,Mr. Sonjaya,Nosstress,Rocket Rockers,L'Alphalpha,Matter Halo,MALIQ & D'Essentials,Danilla,Senar Senja,Mustache and Beard,Gugun Blues Shelter,Bangkutaman,Sigmun,Grrrl Gang,Melancholic Bitch,Coldiac,Burgerkill,Garamerica,Sal Priadi,Pee Wee Gaskins,Polyester Embassy,Skastra,MarcoMarche,Iksan Skuter,.Feast,The Panasdalam,Kunto Aji,Koil,Fletch,Bilal Indrajaya,AriReda,Bottlesmoker,Tashoora,Homogenic,Sir Dandy,Kurosuke,Jirapah,SCALLER,The Shaggy Dog,Pagi Tadi,Payung Teduh,Rio Satrio,Rock N Roll Mafia,Amigdala,Mooner,Teddy Adhitya,eleventwelfth,Daramuda,Endank Soekamti,Alone At Last,Cholil Mahmud,The Panturas,The Changcuters,Rendy Pandugo,Petra Sihombing,Heals,Agrikulture,Superman Is Dead,Barefood,Killing Me Inside,Pohon Tua,Dried Cassava,Romantic Echoes,Souljah,Svmmerdose,Fourtwnty,Santamonica,The Brandals,DeadSquad,NTRL,Asteriska,Various Artists,Rusa Militan,Tompi,The Cat Police,Ten2Five,Slank,Themilo,Ape On The Roof,Chrisye,Utha Likumahuwa,Adams,Sandrayati Fay,RAN,Fiersa Besari,Dialog Senja,NonaRia,Mantra Vutura,Dua Ibu,Nidji,Ify Alyssa,Iga Massardi,Tuantigabelas,Dubyouth Soundsystem,Isyana Sarasvati,Ballads of the Cliche,Dewa,Padi,Tony Q Rastafara,Christabel Annora,Cupumanik,rebelsuns.,Ras Muhamad,Bedchamber,Iwan Fals,St.Loco,Elegi,eńau,Hindia,Pusakata,Guruh Soekarno Putra,TIGER BABY,Hivi!,The Panasdalam Bank,Dewa 19,Vincent Vega,The Paps,Andien,The Banery,Rubah Di Selatan,Sarasvati,Pygmy Marmoset,Kubik,Deugalih & Folks,Seiring Waktu Berjalan,Baby Eats Crackers,The Groove,Holaspica,Semenjana,Morgue Vanguard,Sheila On 7,Murphy Radio,Ecoutez,Manjakani,Gardika Gigih,Andra & The Backbone,Annemarie,Oslo Ibrahim,Olski,Nadin Amizah,Jangar,Lipgloss,Under The Big Bright Yellow Sun,Komunal,Texpack,Good Morning Everyone,Puti Chitara,Homicide (Indonesia),Stereo Wall,J-Rocks,Ddhear,Layur,Alvin & I,Aya Anjani,Thedyingsirens,OWNDRIS,Teampal,Junior Soemantri,Sungai,Salman Aditya,Classmate Journal,Janitra Satriani,Ivan Gojaya,ikkubaru,Imam Darto Project,Marcel Thee,Notturno,Neckemic,Protocol Afro,Ringgo 5,Scared Of Bums,Galant,Risin Black Hole,Panda Beach,Auretté and The Polska Seeking Carnival,Atlesta,Ping Pong Club,Dini,Kebunku,Suri,Sarin,Tomorrow People Ensemble,Dom 65,Pewee in the Garage,Discotion Pill,Jagostu,lightcraft,The Marmars,Galdive,Megatruh,Are You Alone?,Fia,Peonies,Melly Goeslaw,Netral
2019-01-01,51,7,1,3,1,13,28,26,1,1,1,4,16,15,18,0,4,0,53,49,76,2,1,4,1,32,15,26,5,20,7,32,4,2,4,10,75,1,6,1,4,4,29,8,0,26,37,0,1,0,88,4,4,3,1,1,2,0,2,19,1,2,22,1,4,0,17,1,0,8,81,2,1,1,0,26,15,10,10,0,0,0,1,4,0,0,26,9,13,3,0,27,2,0,2,1,2,1,0,0,8,0,15,1,0,0,11,2,53,0,6,18,14,3,4,0,1,0,1,46,0,0,30,1,18,0,8,25,1,0,0,5,13,0,0,0,0,2,0,59,61,1,0,0,0,0,0,40,0,1,0,23,1,0,0,0,0,38,0,1,1,0,0,2,0,77,0,0,0,1,0,0,0,40,0,11,81,1,1,3,0,3,32,6,24,2,61,0,34,2,0,1,8,0,32,0,40,0,0,40,0,60,0,0,0,0,0,0,0,22,2,0,1,3,82,0,10,0,24,10,37,2,6,0,0,0,0,6,6,5,0,0,5,0,28,0,41,25
2019-02-01,83,13,1,3,1,15,26,23,1,1,1,17,17,18,28,0,4,0,58,46,74,2,1,3,1,22,16,31,7,23,2,29,0,9,3,11,64,0,6,1,3,4,27,10,0,27,34,0,1,0,75,4,7,4,0,1,1,1,2,16,3,3,23,0,1,0,18,1,1,8,81,3,1,0,0,16,11,14,30,0,0,0,1,4,0,0,40,6,11,3,1,29,2,1,2,1,3,1,0,0,12,0,13,2,0,0,10,1,54,0,2,13,7,5,4,0,1,0,1,34,0,0,29,2,17,0,8,44,1,0,0,7,15,0,0,0,0,1,0,73,67,1,0,0,0,0,0,37,0,1,0,28,1,1,1,0,0,63,0,1,1,0,0,2,0,66,0,0,0,2,0,0,0,31,0,8,90,2,3,2,1,4,16,5,17,0,51,0,12,2,0,1,11,1,36,0,43,0,0,21,0,62,0,0,0,0,0,0,0,69,1,0,1,4,62,0,10,0,26,10,44,1,5,0,0,0,0,0,6,6,0,0,3,0,36,0,85,36
2019-03-01,100,18,1,3,1,16,25,21,1,2,1,12,30,37,20,0,7,0,63,44,70,3,0,3,1,27,12,27,10,54,9,45,0,12,3,10,53,0,6,1,3,4,23,9,0,29,32,0,1,0,63,5,4,3,0,1,3,1,2,17,1,5,22,0,2,0,18,1,3,6,74,2,1,0,0,10,10,5,27,5,0,0,0,4,0,2,35,7,10,2,0,30,1,0,3,1,2,2,0,0,8,0,11,1,0,0,8,1,49,0,3,19,6,5,6,0,1,0,1,35,0,0,34,2,20,0,9,43,1,0,0,7,13,0,0,0,0,2,0,57,67,1,0,0,0,0,0,37,0,1,0,28,1,1,1,0,1,41,0,1,1,0,0,2,0,60,0,0,0,2,0,0,0,28,0,10,74,1,3,2,1,3,11,6,18,2,49,0,29,3,0,1,5,1,40,0,48,0,0,19,0,62,0,0,0,0,21,0,0,21,0,0,1,3,72,0,0,0,9,0,43,1,6,0,0,0,0,0,26,5,0,1,7,0,28,0,67,34
2019-04-01,82,13,1,2,1,15,17,19,2,1,1,5,23,23,16,0,5,0,64,43,68,3,0,3,0,21,15,46,10,39,11,36,2,15,2,8,41,0,5,1,4,4,21,9,0,30,36,0,0,0,54,3,6,2,0,1,2,0,1,15,4,4,19,1,1,0,19,1,1,6,75,2,1,0,0,18,5,13,16,0,0,0,1,4,0,0,24,8,16,0,0,30,1,0,4,1,2,2,1,0,9,0,12,1,0,0,10,1,43,0,3,9,3,3,2,0,2,0,1,32,0,0,35,2,16,0,7,39,0,0,0,4,12,0,0,0,0,1,0,54,62,1,0,0,0,0,0,38,0,1,0,24,2,1,0,0,0,34,0,1,1,0,0,1,0,52,0,0,0,1,0,0,0,26,0,7,72,1,2,2,0,3,17,5,16,0,46,2,28,3,0,1,12,0,33,0,20,0,0,20,0,65,0,0,0,0,0,0,0,0,0,0,1,4,62,0,10,0,20,10,47,1,6,0,0,0,0,6,20,0,0,0,5,0,26,0,69,29
2019-05-01,85,14,1,2,0,12,21,12,1,2,0,8,21,17,16,0,5,0,85,48,68,3,1,3,2,17,10,37,8,42,4,33,0,5,5,9,39,0,5,2,3,5,18,8,0,23,40,0,1,0,82,4,5,2,0,1,1,1,1,15,1,10,24,1,3,0,19,1,0,5,79,2,2,0,0,28,10,20,8,0,0,0,1,3,0,2,30,3,8,2,0,23,1,0,4,1,1,1,1,0,7,0,10,1,0,0,8,1,38,0,4,11,4,3,3,0,2,0,1,28,0,0,29,1,19,0,7,32,1,0,0,3,10,0,0,0,0,1,0,58,50,1,0,0,0,0,0,38,0,1,0,27,1,1,1,0,0,34,0,1,1,0,0,1,0,42,0,0,0,1,0,0,0,29,0,5,72,1,3,4,1,2,19,5,21,2,68,4,25,2,0,0,8,1,33,0,20,0,0,0,0,59,0,0,0,0,22,0,0,32,2,0,2,3,73,10,19,0,10,19,41,1,14,0,0,0,0,0,16,0,0,1,5,0,30,0,41,22
2019-06-01,74,5,1,2,1,14,23,19,1,2,1,7,23,13,23,0,4,0,57,47,75,2,1,2,1,21,15,30,4,26,6,44,0,8,6,8,53,0,4,0,2,5,15,8,0,28,42,0,1,0,65,3,4,3,0,1,1,0,4,14,1,13,25,0,2,0,21,1,0,5,88,2,1,1,0,27,11,16,16,0,0,0,1,4,0,2,27,2,16,3,0,19,1,0,4,1,1,2,0,0,7,0,11,1,0,0,8,2,42,0,5,16,6,3,5,0,1,0,1,29,0,0,32,2,19,0,8,31,1,0,0,2,12,0,0,0,0,1,0,62,43,1,0,0,0,0,0,40,0,1,0,20,2,1,1,0,0,35,0,1,1,0,0,1,0,30,0,1,0,2,0,0,0,29,0,4,73,1,2,3,1,3,23,5,24,0,28,0,26,0,0,3,5,0,39,0,52,0,0,0,0,45,0,0,0,0,23,0,0,0,1,0,3,2,71,0,10,0,0,0,35,1,7,0,0,0,0,0,6,0,0,1,2,0,29,0,40,15
2019-07-01,67,5,1,2,1,16,25,18,2,1,0,8,22,13,24,0,6,0,58,46,83,2,0,3,2,18,12,22,6,38,8,41,0,11,5,8,62,1,6,0,3,5,16,9,0,26,39,0,1,0,68,3,4,3,0,1,2,0,5,16,6,19,22,0,1,0,24,1,1,8,82,2,0,1,0,19,10,15,19,0,0,0,1,4,0,2,31,9,10,2,3,19,2,0,4,1,2,2,1,0,7,0,13,1,0,0,8,2,47,0,4,16,9,1,2,0,2,0,1,28,0,0,31,2,17,0,7,32,1,0,0,3,12,0,0,0,0,1,0,61,49,1,0,0,0,0,0,38,0,1,0,30,1,1,0,0,0,38,0,2,1,0,0,1,0,39,0,0,0,2,0,0,0,33,0,6,84,1,3,2,1,3,25,4,26,0,51,0,44,0,0,4,7,0,46,0,31,0,0,0,0,51,0,0,0,0,41,0,0,0,2,0,1,2,63,9,14,0,9,0,36,1,5,0,0,0,0,0,8,0,0,2,2,0,35,0,59,18
2019-08-01,60,5,1,2,1,15,32,22,1,1,1,6,21,21,25,0,6,0,59,41,77,4,0,2,1,17,14,21,7,41,11,55,0,7,3,6,50,0,7,1,3,4,27,11,0,26,35,0,1,0,79,4,5,2,0,1,2,1,4,16,1,16,26,1,1,0,24,1,1,7,77,2,1,1,0,24,5,5,10,10,0,0,1,4,0,0,25,17,18,2,1,21,1,0,5,1,2,1,1,0,11,0,14,1,0,0,8,5,46,0,5,17,7,2,3,0,1,0,1,29,0,0,31,2,16,0,8,29,1,0,0,7,10,0,0,0,0,1,0,61,56,1,0,0,0,0,0,46,0,2,0,40,2,1,0,0,0,35,0,1,1,0,0,1,0,50,0,0,0,1,0,0,0,32,0,8,76,1,1,2,1,2,31,5,20,0,44,2,59,0,0,6,7,0,30,0,31,0,0,0,0,69,0,0,0,0,21,0,0,0,1,1,3,3,62,0,9,0,36,0,34,1,7,0,0,0,0,0,5,5,0,1,4,0,33,0,40,19
2019-09-01,55,8,1,2,0,14,33,15,2,1,1,9,21,21,34,0,7,0,60,48,70,6,0,2,0,24,19,24,8,37,6,86,0,7,9,11,57,1,6,1,3,4,37,11,0,27,38,0,0,0,82,2,3,3,0,1,1,0,4,16,3,18,20,0,2,0,23,1,1,7,78,2,1,0,0,16,7,24,14,5,0,0,1,3,0,0,30,11,20,2,0,19,1,0,4,1,2,1,0,0,8,0,13,2,0,0,8,2,46,0,5,13,8,2,4,0,1,0,1,27,0,0,53,2,16,0,8,26,1,0,0,7,11,0,0,0,0,2,0,60,62,1,0,0,0,0,0,44,0,2,0,48,3,1,0,0,0,33,0,1,1,0,0,2,0,64,0,0,0,2,0,0,0,27,0,5,77,3,2,2,1,4,35,5,16,0,61,2,59,0,0,0,8,1,41,0,28,0,0,0,0,68,0,0,0,0,30,0,0,0,1,0,1,2,53,9,9,0,0,0,44,2,8,0,0,0,0,5,10,0,0,1,5,0,29,0,30,21
2019-10-01,55,6,1,1,0,13,27,15,2,2,1,6,38,23,24,0,5,1,60,45,71,8,1,2,0,18,19,45,7,48,4,61,0,10,7,9,47,1,7,1,3,4,37,9,0,28,36,0,1,0,100,4,6,3,0,1,1,1,4,17,3,18,18,0,3,0,24,2,0,9,80,1,1,0,0,29,5,27,14,5,0,0,1,3,0,1,42,11,24,2,0,18,1,1,7,1,2,1,0,0,8,0,15,2,0,0,9,1,43,0,5,20,9,3,4,0,1,0,1,25,0,0,35,2,18,0,7,30,1,0,0,5,10,0,0,0,0,1,0,63,60,1,0,0,0,0,0,43,0,2,0,47,1,1,0,0,0,36,0,1,1,0,0,2,0,76,0,0,0,2,0,0,0,29,0,6,84,1,1,2,2,5,50,8,16,0,67,0,50,2,0,1,11,1,34,0,26,0,0,0,0,59,0,0,0,0,19,0,0,19,2,0,1,3,47,8,0,0,17,0,63,1,6,0,0,0,0,0,5,5,0,1,5,0,36,0,31,26
2019-11-01,56,7,1,1,1,16,22,12,2,1,1,9,28,26,24,0,6,0,67,42,67,5,1,2,0,23,18,38,7,40,6,80,0,12,5,14,45,1,7,1,5,3,42,8,0,29,29,0,0,0,62,2,6,2,0,1,1,0,5,14,2,14,21,1,5,0,20,2,0,24,87,2,2,0,0,100,16,26,39,5,0,0,1,3,0,2,33,6,25,3,0,18,1,0,8,1,1,2,0,0,7,0,12,2,0,0,9,1,41,0,4,14,8,2,3,0,1,0,1,27,0,0,34,1,16,0,8,33,1,0,0,7,10,0,0,0,0,1,0,65,61,1,0,0,0,0,0,38,0,2,0,54,1,1,0,0,0,39,0,2,1,0,0,1,0,87,0,1,0,2,0,0,0,26,0,5,82,1,1,1,0,5,50,7,11,0,65,3,38,3,0,1,6,0,37,0,45,0,0,18,0,60,0,0,0,0,33,0,0,20,1,1,1,3,57,0,13,0,13,26,54,1,8,0,0,0,0,0,12,5,0,1,5,0,35,0,66,25
2019-12-01,52,6,1,1,0,14,24,12,1,1,1,8,28,16,22,0,5,0,74,39,76,3,1,2,1,20,20,37,4,57,7,100,0,12,5,9,38,1,11,1,4,3,31,11,0,25,27,0,0,0,62,3,6,2,0,1,1,1,4,17,4,11,25,0,3,0,21,2,1,19,88,2,3,0,0,84,5,42,28,5,0,0,0,3,0,1,32,10,18,2,0,15,2,0,9,1,1,1,1,0,7,0,12,1,0,0,8,1,42,0,3,15,7,3,2,0,1,0,1,28,0,0,31,1,17,0,7,27,1,0,0,5,10,0,0,0,0,4,0,63,53,1,0,0,0,0,0,35,0,2,0,66,1,0,0,0,0,28,0,2,1,0,0,5,0,45,0,0,0,2,0,0,0,23,0,5,70,1,2,2,1,4,31,6,18,2,63,0,31,2,0,1,3,0,40,0,18,0,0,0,0,53,0,0,0,0,20,0,0,20,1,2,1,2,64,0,22,0,13,9,45,1,6,0,0,0,0,0,7,5,0,0,3,0,32,0,59,20
2020-01-01,51,5,1,1,0,10,20,10,1,2,1,5,29,11,22,0,4,0,72,34,69,3,1,2,1,13,13,29,5,43,7,72,0,8,6,7,36,1,24,1,5,2,21,7,0,30,28,0,0,0,44,3,4,2,0,1,1,1,5,10,4,19,18,0,3,0,20,2,1,22,97,2,2,0,1,54,14,27,14,7,0,0,0,3,0,0,25,8,16,4,0,12,1,0,14,1,1,1,0,0,6,0,9,1,0,0,7,2,34,0,3,14,7,3,3,0,1,0,1,25,0,0,29,2,17,0,7,24,1,0,0,5,10,0,0,0,0,3,0,64,54,1,0,0,0,0,0,39,0,2,0,96,1,1,1,0,0,28,0,1,1,0,0,3,0,96,0,0,0,2,0,0,0,21,0,4,70,1,1,1,1,5,49,4,18,0,77,0,20,0,0,5,5,2,39,0,17,0,0,18,0,60,0,0,0,0,19,0,0,19,1,1,1,2,59,17,21,0,21,8,42,3,7,0,0,0,0,0,5,0,0,0,4,0,30,0,35,23
2020-02-01,54,13,1,1,0,16,23,12,2,1,1,5,30,15,25,0,3,0,79,43,66,2,1,2,1,21,19,31,3,28,6,61,2,8,8,6,33,1,15,1,3,3,28,8,0,30,22,0,0,0,53,3,5,2,0,1,2,1,8,10,3,17,19,1,1,0,21,2,1,18,100,1,3,0,0,60,7,60,29,5,0,0,1,3,0,2,31,7,12,2,0,13,1,0,14,1,1,2,0,0,6,0,10,1,0,0,6,3,45,0,2,14,6,3,3,0,1,0,1,25,0,0,36,1,16,0,7,23,0,0,0,9,11,0,0,0,0,5,0,66,66,1,0,0,0,0,0,38,0,2,0,100,1,1,1,0,0,39,0,1,1,0,0,5,0,99,0,0,0,2,0,0,0,20,0,4,58,1,2,1,1,4,26,6,18,2,99,4,39,2,0,2,6,0,35,0,31,0,0,19,0,80,0,0,0,0,20,0,0,20,1,0,2,1,64,0,27,0,22,0,100,1,7,0,0,0,0,0,5,0,0,1,6,0,33,0,31,36
2020-03-01,57,31,1,1,0,9,18,10,4,0,1,2,27,15,23,0,3,0,65,35,58,4,1,2,0,17,21,25,4,30,5,58,2,7,5,7,30,1,11,1,3,2,29,6,0,34,21,0,0,0,41,3,4,2,0,1,3,0,7,12,2,11,13,1,2,0,19,1,1,12,87,2,1,1,1,45,12,20,33,4,0,0,0,3,0,0,27,4,13,2,0,12,1,1,11,1,1,2,1,0,6,0,9,2,0,0,5,1,33,0,4,14,9,4,3,0,1,0,1,23,0,0,26,1,14,0,6,22,1,0,0,14,9,0,0,0,0,2,0,68,75,1,0,0,0,0,0,33,0,1,0,92,1,1,1,0,0,40,0,2,1,0,0,2,0,100,0,0,0,2,0,0,0,17,0,5,56,1,1,1,1,3,24,6,17,2,90,0,34,2,0,0,6,0,33,0,16,0,0,0,0,85,0,0,0,0,0,0,0,17,1,0,1,3,52,0,0,0,8,8,57,2,6,0,0,0,0,0,15,0,0,1,11,0,27,0,23,31
2020-04-01,56,23,1,1,0,8,20,8,2,1,0,7,29,12,24,0,2,0,63,36,54,4,1,2,1,21,17,20,8,22,3,45,0,9,5,7,29,0,9,1,5,3,39,4,0,34,21,0,0,0,38,1,3,1,0,2,1,0,4,22,2,8,14,0,3,0,18,1,0,8,75,2,1,0,0,26,8,18,14,4,0,0,1,2,0,2,26,3,17,1,1,10,1,0,8,1,1,1,0,0,7,0,8,3,0,0,6,1,29,0,2,12,9,3,2,0,4,0,1,21,0,0,25,1,14,0,8,21,1,0,0,20,9,0,0,0,0,1,0,64,84,1,0,0,0,0,0,31,0,1,0,85,1,1,1,0,0,31,0,1,1,0,0,2,0,99,0,1,0,2,0,0,0,16,0,5,53,2,1,1,1,3,18,5,18,1,78,0,38,1,0,2,4,1,36,0,16,0,0,15,0,97,0,0,0,0,17,0,0,22,1,0,1,1,54,7,0,0,11,0,47,3,13,0,0,0,0,0,6,0,0,1,11,0,25,0,20,26
2020-05-01,49,15,1,1,0,10,23,11,6,1,1,6,29,7,26,0,3,0,99,34,63,2,1,1,1,22,15,20,9,30,2,38,0,9,9,6,28,1,7,1,4,2,26,4,0,43,26,0,1,0,38,3,4,3,0,1,2,1,5,15,2,13,13,0,2,0,18,1,0,7,83,2,1,0,0,13,11,26,26,0,0,0,0,3,0,1,24,4,14,1,1,9,1,0,7,1,1,1,1,0,9,0,10,2,0,0,6,1,29,0,2,17,7,2,2,0,1,0,1,24,0,0,24,1,18,0,7,17,2,0,0,12,9,0,0,0,0,1,0,71,63,1,0,0,0,0,0,34,0,1,0,64,1,1,1,0,0,38,0,1,1,0,0,2,0,54,0,0,0,1,0,0,0,17,0,3,58,1,2,7,0,2,56,6,32,0,61,0,18,2,0,1,5,0,43,0,22,0,0,0,0,68,0,0,0,0,18,0,0,18,0,0,0,1,58,0,0,0,8,8,42,2,13,0,0,0,0,0,7,5,0,1,11,0,26,0,15,21
2020-06-01,58,24,1,1,0,8,21,8,4,1,1,6,31,8,28,0,2,0,69,33,61,3,1,2,0,17,12,27,6,31,4,34,0,3,2,7,25,1,10,1,4,2,27,3,0,40,23,0,1,0,29,2,3,1,0,1,0,0,4,14,1,7,13,0,2,0,16,1,0,7,84,2,1,0,0,17,4,17,19,0,0,0,0,3,0,1,22,4,21,1,0,10,1,0,5,1,1,1,0,0,6,0,10,3,0,0,5,1,28,0,0,16,5,1,4,0,1,0,1,22,0,0,24,2,14,0,7,15,2,0,0,15,8,0,0,0,0,1,0,71,71,1,0,0,0,0,0,32,0,2,0,77,1,1,1,0,0,30,0,1,1,0,0,1,0,86,0,0,0,1,0,0,0,16,0,3,71,1,1,2,0,2,100,5,27,0,100,0,45,0,0,2,6,0,46,0,16,0,0,0,0,82,0,0,0,0,35,0,0,53,1,0,1,3,62,0,8,0,16,0,41,4,7,0,0,0,0,4,20,0,0,0,10,0,25,0,18,29
2020-07-01,58,3,1,1,0,6,22,7,3,1,1,9,25,5,21,0,3,1,75,33,65,2,1,1,1,17,11,19,4,13,2,27,0,8,5,4,26,1,8,1,3,2,21,4,0,38,24,0,0,0,41,2,3,1,0,0,1,0,2,11,1,12,13,0,1,0,16,0,0,6,73,2,1,0,0,18,6,16,4,4,0,0,0,3,0,1,21,5,8,1,0,8,1,0,5,1,2,2,0,0,6,0,10,2,0,0,6,0,29,0,3,17,7,1,1,0,1,0,0,20,0,0,24,1,15,0,7,14,3,0,0,5,7,1,0,0,0,1,0,70,67,1,0,0,0,0,0,30,0,1,0,52,1,1,0,0,0,30,0,1,0,0,0,1,0,46,0,0,0,1,0,0,0,15,0,3,65,1,1,1,1,1,51,6,26,0,34,0,37,2,0,0,3,0,32,0,16,0,0,16,0,62,0,0,0,0,17,0,0,17,0,0,1,2,55,0,0,0,8,0,33,1,7,0,0,0,0,0,11,0,0,0,1,0,26,0,18,19
2020-08-01,62,3,1,1,0,10,26,8,5,1,1,7,26,10,19,0,3,1,76,30,57,3,1,1,0,16,8,19,4,16,3,31,1,9,4,5,26,1,8,1,3,1,39,4,0,28,19,0,0,0,27,2,2,1,0,1,0,0,2,11,1,4,10,0,1,0,14,0,0,5,72,1,1,0,0,13,8,13,8,4,0,0,0,2,0,0,20,5,13,2,0,7,1,0,4,1,1,1,0,0,10,0,8,4,0,0,4,1,23,0,2,13,8,3,2,0,1,0,0,18,0,0,22,2,13,0,7,13,4,0,0,14,9,0,0,0,0,1,0,68,81,1,0,0,0,0,0,28,0,1,0,68,1,1,1,0,0,25,0,1,0,0,0,1,0,55,0,0,0,2,0,0,0,13,0,3,58,1,1,1,3,2,43,4,19,0,43,0,43,1,0,1,7,0,42,0,29,0,0,0,0,91,0,0,0,0,16,0,0,0,1,0,1,1,57,0,28,0,7,0,33,4,9,0,0,0,0,4,12,4,0,0,3,0,26,0,16,27
2020-09-01,64,4,1,0,0,7,18,5,4,1,1,6,17,4,20,0,3,0,73,31,50,4,1,1,0,16,10,22,4,16,2,24,0,6,3,5,22,1,9,1,4,2,100,3,0,25,22,0,0,0,25,1,2,1,0,1,1,0,2,9,0,4,13,1,1,0,14,0,0,6,64,2,1,1,0,5,0,7,7,7,0,0,0,2,0,0,21,3,12,2,0,6,1,0,4,1,1,1,0,0,4,0,9,7,0,0,4,0,22,0,3,14,18,1,3,0,1,0,0,17,0,0,22,1,13,0,6,12,6,0,0,23,7,0,0,0,0,1,0,68,100,0,0,0,0,0,0,28,0,1,0,83,0,1,1,0,0,24,0,1,0,0,0,1,0,61,0,1,0,1,0,0,0,12,0,2,60,1,0,1,2,3,51,5,18,0,56,0,47,0,0,0,4,0,40,0,28,0,0,0,0,100,0,0,0,0,15,0,0,15,1,1,1,2,45,0,7,0,10,0,38,6,9,0,0,0,0,0,4,4,0,0,7,0,31,0,20,35
2020-10-01,65,4,1,1,0,7,18,8,4,1,0,4,20,5,19,0,3,0,82,29,54,7,1,1,0,18,6,16,5,12,3,28,1,5,2,4,17,0,6,0,4,2,85,3,0,25,20,0,0,0,24,2,3,2,0,1,1,0,2,12,1,5,12,0,1,0,16,0,0,6,73,1,1,0,0,8,4,17,15,0,0,0,0,2,0,0,82,6,6,0,0,6,1,0,3,1,1,1,0,0,5,0,8,5,0,0,4,0,22,0,3,22,6,2,3,0,1,0,0,17,0,0,21,1,13,0,6,11,5,0,0,16,7,0,0,0,0,1,0,77,88,1,0,0,0,0,0,30,0,1,0,60,1,1,1,0,0,25,0,1,1,0,0,1,0,77,0,1,0,1,0,0,0,12,0,3,61,0,1,2,2,1,65,6,17,1,43,0,84,0,0,1,3,0,44,0,29,0,0,0,0,79,0,0,0,0,0,0,0,16,1,0,1,1,44,0,7,0,7,0,47,4,8,0,0,0,0,0,6,0,0,0,10,0,20,0,19,39
2020-11-01,61,4,1,0,0,8,18,12,5,2,0,7,19,5,13,0,3,0,93,28,47,7,1,2,0,18,7,12,3,13,4,29,0,8,0,8,18,1,4,1,5,2,69,4,0,26,20,0,0,0,47,2,2,1,0,1,1,1,5,7,1,5,13,0,2,0,12,0,0,5,69,1,1,0,0,5,5,17,7,0,0,0,1,2,0,0,100,4,10,0,0,6,1,0,4,1,1,1,0,0,4,0,8,5,0,0,4,0,19,0,3,12,8,2,7,0,1,0,0,16,0,0,19,1,12,0,7,12,3,0,0,15,8,0,0,0,0,1,0,77,82,0,0,0,0,0,0,26,0,1,0,52,0,1,2,0,0,23,0,1,1,0,0,1,0,94,0,1,0,1,0,0,0,14,0,2,64,1,1,1,2,2,68,7,14,0,58,0,54,2,0,3,1,0,40,0,29,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,1,1,46,0,19,0,9,10,50,2,8,0,0,0,0,5,10,0,0,1,9,0,22,0,17,39
